rol_a,dv_a,unidad_declarante,cod_actividad,macrozona,imasd,d4300,d4301,d4302,d4303,d4310,d4311,d4312,d4313,d4320,d4321,d4322,d4323,d4330,d4331,d4332,d4333,d4400,d4401,d4402,d4403,d4404,d4405,d4410,d4411,d4412,d4413,d4414,d4415,d4420,d4421,d4422,d4423,d4424,d4425,d4430,d4431,d4432,d4433,d4434,d4435,d4500,d4501,d4502,d4503,d4504,d4505,d4510,d4511,d4512,d4513,d4514,d4515,d4520,d4521,d4522,d4523,d4524,d4525,d4530,d4531,d4532,d4533,d4534,d4535,d4600,d4601,d4602,d4603,d4604,d4605,d4606,d4700,d4701,d4702,d4703,d4704,d4705,d4706,d4707,d4717,d4708,d4709,d4710,d4711,d4712,d4713,d4714,d4716,d4715,d4800,d4801,d4802,d4810,d4811,d4812,d4820,d4821,d4822,d4830,d4831,d4832,f6010,f6011,f6012,f6013,f6014,f6015,f6016,f6017,f6018,f6019,f6020,f6021,f6022,f6023,f6023_otra,f6024,f6025,f6026,f6027,f6028,g7000,g7001,g7002,h8100,h8101,h8102,h8103,h8104,h8105,h8106,h8107,h8108,h8109,h8110,h8111,h8111_otro,i9000,a1003,a1019,a1019_otra,a1034,a1035,a1036,a1037,a1038,b2000,b2001,b2002,b2003,b2004,b2005,b2006,b2007,b2026,b2027,c3000,c3001,c3002,c3003,c3004,c3005,c3006,c3007,c3008,c3009,c3010,c3011,c3013,c3014,c3015,c3016,c3017,c3018,c3019,c3020,c3021,c3022,c3023,c3024,c3025,c3026,c3027,c3028,c3029,c3030,c3036,c3037,c3038,c3039,c3040,c3041,c3042,c3043,c3044,c3045,c3046,c3047,c3048,c3049,c3050,c3051,c3052,c3053,c3054,c3055,c3056,c3057,c3058,c3059,c3060,c3061,c3062,c3063,c3064,c3065,c3066,c3067,c3068,c3069,c3070,c3071,c3072,c3073,c3100,c3107,c3110,c3111,c3112,c3113,c3114,c3115,c3126,c3127,c3128,c3129,c3130,c3131,c3132,c3133,c3134,c3135,c3136,c3137,c3138,c3140,c3141,c3142,c3143,c3144,j8000,j8001,j8002,j8003,j8004,j8005,j8006,j8007,j8008,j8009,j8010,j8011,j8012,j8013,j8014,j8015,j8016,j8017,j8018,j8019,j8020,j8021,j8022,j8023,j8024,j8025,j8026,j8027,j8028,j8029,j8030,j8031,j8032,j8033,j8034,j8035,j8036,j8037,j8038,j8039,j8040,j8041,j8042,j8043,j8044,j8045,j8046,j8047,j8048,j8049,j8050,j8051,j8052,j8053,j8054
22900,4,2,,3,1,4.5416999,0,2,6.5416999,2.5416999,0,1,3.5416999,1.2125,0,.2,1.4125,.61250001,0,.1,.71249998,3.5416999,1,0,0,2,6.5416999,1.5417,1,0,0,1,3.5416999,1.0625,.15000001,0,0,.2,1.4125,.46250001,.15000001,0,0,.1,.71249998,3.5416999,1,0,0,0,4.5416999,1.5417,1,0,0,0,2.5416999,1.0625,.15000001,0,0,0,1.2125,.46250001,.15000001,0,0,0,.61250001,0,0,0,1.2125,0,0,1.2125,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,6.5416999,0,6.5416999,3.5416999,0,3.5416999,1.4125,0,1.4125,.71249998,0,.71249998,,,,,,,,,,,,,,,,,,,,,1,0,150000,,,,,,,,,,,,,,80,1954,3,,100,0,0,,,,,,,,,,,,4,1,0,0,0,1,0,34022,0,937,34959,0,0,4410,50536,0,0,0,0,0,50536,65,23,12,3494,0,47042,0,,0,0,0,50536,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,30,0,30,10,0,0,0,0,0,10,20,,50536,0,15577,,0,0,1,,,0,0,0,1660,8038,1469,0,0,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22901,6,2,,3,1,17,28.7083,0,45.708302,7,18.4583,0,25.4583,9.6499996,26.9062,0,36.556198,3.95,17.4583,0,21.4083,21.125,7.9375,16.6458,0,0,45.708302,10.2083,5.9375,9.3125,0,0,25.4583,13.275,7.9218998,15.3594,0,0,36.556198,6.9082999,5.9218998,8.5781002,0,0,21.4083,17,0,0,0,0,17,7,0,0,0,0,7,9.6499996,0,0,0,0,9.6499996,3.95,0,0,0,0,3.95,9.6499996,0,0,0,0,0,9.6499996,0,0,0,0,0,1.5872999,0,0,0,0,0,95.238098,0,0,0,3.1745999,0,100,36.208302,9.5,45.708302,20.4583,5,25.4583,27.8687,8.6875,36.556198,16.5958,4.8125,21.4083,,,,,,,,,,,,,,,,,,,,,1,0,5500,,,,,,,,,,,,,,6,1954,3,,100,0,0,,,,,,,,,,,,1,0,0,1,0,1,0,434567,286896,0,721463,43372,2102,95163,997571,0,0,37872,0,37872,1035443,80,20,0,912895,49425,28623,6500,,0,0,38000,1035443,,0,0,0,0,0,.0099999998,0,0,0,0,99.980003,0,0,0,.0099999998,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,997443,38000,276108,,0,1,0,5,21000,0,43372,0,5000,30361,100110,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22902,8,2,,3,1,12,2,0,14,2,2,0,4,5.3000002,.5,0,5.8000002,.66000003,.5,0,1.16,10,2,1,1,0,14,2,0,1,1,0,4,3.3,2,.25,.25,0,5.8000002,.66000003,0,.25,.25,0,1.16,10,2,0,0,0,12,2,0,0,0,0,2,3.3,2,0,0,0,5.3000002,.66000003,0,0,0,0,.66000003,0,0,0,0,5.3000002,0,5.3000002,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,14,0,14,4,0,4,5.8000002,0,5.8000002,1.16,0,1.16,,,,,,,,,,,,,,,,,,,,,1,0,100000,,,,,,,,,,,,,,6,1954,3,,100,0,0,,,,,,,,,,,,5,1,0,0,0,1,0,178381,5039,0,183420,0,0,16000,215867,0,0,0,0,0,215867,100,0,0,46000,0,169867,0,,0,0,0,215867,,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,50,0,0,50,0,,215867,0,32447,,0,0,1,,,0,0,0,1447,15000,0,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22903,1,2,,3,1,5.1666999,0,0,5.1666999,1.8333,0,0,1.8333,1.705,0,0,1.705,.60500002,0,0,.60500002,5.1666999,0,0,0,0,5.1666999,1.8333,0,0,0,0,1.8333,1.705,0,0,0,0,1.705,.60500002,0,0,0,0,.60500002,5.1666999,0,0,0,0,5.1666999,1.8333,0,0,0,0,1.8333,1.705,0,0,0,0,1.705,.60500002,0,0,0,0,.60500002,0,0,0,0,1.705,0,1.705,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,5.1666999,0,5.1666999,1.8333,0,1.8333,1.705,0,1.705,.60500002,0,.60500002,,,,,,,,,,,,,,,,,,,,,1,0,145000,,,,,,,,,,,,,,7,1954,3,,100,0,0,,,,,,,,,,,,5,1,0,0,0,1,0,119183,0,0,119183,0,0,5502,128985,0,0,0,0,0,128985,0,100,0,15602,0,113383,0,,0,0,0,128985,,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,,128985,0,9802,,0,0,1,,,0,0,0,4300,0,0,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22904,3,2,,3,1,1.8333,0,0,1.8333,.83329999,0,0,.83329999,1.0833,0,0,1.0833,.83329999,0,0,.83329999,1,0,.83329999,0,0,1.8333,0,0,.83329999,0,0,.83329999,.25,0,.83329999,0,0,1.0833,0,0,.83329999,0,0,.83329999,1,0,.83329999,0,0,1.8333,0,0,.83329999,0,0,.83329999,.25,0,.83329999,0,0,1.0833,0,0,.83329999,0,0,.83329999,0,0,0,0,1.0833,0,1.0833,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,1,.83329999,1.8333,0,.83329999,.83329999,.25,.83329999,1.0833,0,.83329999,.83329999,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,5,1954,3,,100,0,0,,,,,,,,,,,,5,1,0,0,0,0,1,374,0,0,374,7200,0,1000,9514,0,0,0,0,0,9514,0,100,0,0,0,374,0,,0,0,9140,9514,,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,,374,9140,9140,,0,0,1,,,7200,0,0,40,500,400,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22905,5,2,,3,1,3.9166999,1.3333,0,5.25,2.0833001,.16670001,0,2.25,.89170003,.64579999,0,1.5375,.4833,.041700002,0,.52499998,2.9166999,1.4167,.91670001,0,0,5.25,2.0833001,0,.16670001,0,0,2.25,.69169998,.61669999,.22920001,0,0,1.5375,.4833,0,.041700002,0,0,.52499998,2.9166999,1,0,0,0,3.9166999,2.0833001,0,0,0,0,2.0833001,.69169998,.2,0,0,0,.89170003,.4833,0,0,0,0,.4833,0,0,0,.89170003,0,0,.89170003,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,12.5,0,0,100,4.75,.5,5.25,2.1666999,.083300002,2.25,1.0375,.5,1.5375,.44170001,.083300002,.52499998,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,1,1954,3,,100,0,0,,,,,,,,,,,,4,1,0,0,0,1,0,12200,8336,0,20536,5500,34000,21916,119678,0,0,0,0,0,119678,0,100,0,90178,0,29500,0,,0,0,0,119678,,0,0,0,0,0,0,0,0,0,0,95,0,0,5,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,,119678,0,99142,,0,0,1,,,4000,1500,0,396,25330,12000,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22906,7,2,,2,1,85.791702,59.375,14,159.1667,29.6667,29.7917,12,71.458298,63.1917,53.5,14,130.6917,20.866699,25.9167,12,58.783298,74.875,6,62.958302,10.3333,5,159.1667,20.75,6,36.708302,3,5,71.458298,55.825001,4.0500002,55.483299,10.3333,5,130.6917,13.9,4.0500002,32.833302,3,5,58.783298,74.875,6,4.9166999,0,0,85.791702,20.75,6,2.9166999,0,0,29.6667,55.825001,4.0500002,3.3167,0,0,63.1917,13.9,4.0500002,2.9166999,0,0,20.866699,63.1917,0,0,0,0,0,63.1917,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,159.1667,0,159.1667,71.458298,0,71.458298,130.6917,0,130.6917,58.783298,0,58.783298,,,,,,,,,,,,,,,,,,,,,1,0,2220330,,,,,,,,,,,,,,90,1919,3,,100,0,0,,,,,,,,,,,,1,1,0,0,0,1,0,988088,395335,169430,1552853,0,0,112469,1921605,0,30538,268187,0,298725,2220330,70,20,10,1262766,0,957564,0,,0,0,0,2220330,43,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,30,0,0,60,0,0,0,0,0,0,10,,2220330,0,368752,,0,0,1,,,0,0,0,13076,171912,69102,2193,0,1,1,0,0,0,1,60,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22907,0,2,,2,1,19.25,0,1,20.25,10,0,.75,10.75,4.875,0,1,5.875,2.5,0,.75,3.25,17.5,2.25,.5,0,0,20.25,8.5,2.25,0,0,0,10.75,4.375,1.125,.375,0,0,5.875,2.125,1.125,0,0,0,3.25,17.5,1.5,.25,0,0,19.25,8.5,1.5,0,0,0,10,4.375,.375,.125,0,0,4.875,2.125,.375,0,0,0,2.5,0,0,0,0,0,4.875,4.875,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,20.25,0,20.25,10.75,0,10.75,5.875,0,5.875,3.25,0,3.25,,,,,,,,,,,,,,,,,,,,,1,0,200000,,,,,,,,,,,,,,44,1919,3,,100,0,0,,,,,,,,,,,,6,1,0,0,0,1,0,134044,0,6980,141024,0,0,19391,185407,0,0,8709,0,8709,194116,100,0,0,176632,0,17484,0,,0,0,0,194116,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,50,50,0,0,,194116,0,44383,,0,0,1,,,0,0,0,3760,8452,8200,4580,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22908,2,2,,2,1,66.166702,23.5833,0,89.75,19.1667,8.9167004,0,28.0833,49.096699,21.5,0,70.596703,16.106701,8.5,0,24.606701,34.25,0,41.25,0,14.25,89.75,7.5,0,16.75,0,3.8333001,28.0833,17.18,0,41.25,0,12.1667,70.596703,4.4400001,0,16.75,0,3.4166999,24.606701,33.5,0,32.666698,0,0,66.166702,7.5,0,11.6667,0,0,19.1667,16.43,0,32.666698,0,0,49.096699,4.4400001,0,11.6667,0,0,16.106701,49.096699,0,0,0,0,0,49.096699,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,89.5,.25,89.75,28.0833,0,28.0833,70.346703,.25,70.596703,24.606701,0,24.606701,,,,,,,,,,,,,,,,,,,,,1,0,1600000,,,,,,,,,,,,,,120,1919,3,,100,0,0,,,,,,,,,,,,1,1,0,0,0,1,0,808136,166855,0,974991,3300,0,279255,1337989,0,0,149019,0,149019,1487008,85,15,0,1011730,0,460748,0,,0,0,0,1487008,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,82,,1472478,14530,362998,,14530,0,1,,,0,3300,0,12000,68443,0,0,0,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22909,4,2,,2,1,13,4.0625,.125,17.1875,10,2,.0625,12.0625,3.6199999,4.0625,.125,7.8074999,2.76,2,.0625,4.8225002,11,2,4.0625,.125,0,17.1875,8,2,2,.0625,0,12.0625,3.0999999,.51999998,4.0625,.125,0,7.8074999,2.24,.51999998,2,.0625,0,4.8225002,11,2,0,0,0,13,8,2,0,0,0,10,3.0999999,.51999998,0,0,0,3.6199999,2.24,.51999998,0,0,0,2.76,0,0,0,0,3.6199999,0,3.6199999,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,17.1875,0,17.1875,12.0625,0,12.0625,7.8074999,0,7.8074999,4.8225002,0,4.8225002,,,,,,,,,,,,,,,,,,,,,1,0,100000,,,,,,,,,,,,,,120,1919,3,,100,0,0,,,,,,,,,,,,5,1,0,0,0,1,0,81870,14648,9540,106058,0,0,8861,140909,0,0,0,0,0,140909,100,0,0,72848,0,68061,0,,0,0,0,140909,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,5,95,0,,140909,0,34851,,0,0,1,,,0,0,0,2123,23867,0,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22910,7,2,,2,1,19.6667,7.0833001,1.375,28.125,6.25,3.8333001,1.0208,11.1042,8.1499996,5.2083001,1.375,14.7333,2.6500001,2.2083001,1.0208,5.8792,12.0833,4.8541999,9.4375,0,1.75,28.125,3.25,2.3333001,5.5208001,0,0,11.1042,4.5667,2.2042,6.2125001,0,1.75,14.7333,1.25,1.5333,3.0957999,0,0,5.8792,12.0833,4,3.5833001,0,0,19.6667,3.25,2,1,0,0,6.25,4.5667,1.6,1.9833,0,0,8.1499996,1.25,1.2,.2,0,0,2.6500001,0,0,.375,7.7750001,0,0,8.1499996,0,0,0,0,0,0,0,0,0,95.348801,0,0,0,0,2.3255999,2.3255999,0,100,25.2917,2.8333001,28.125,10.1875,.91670001,11.1042,11.9,2.8333001,14.7333,4.9625001,.91670001,5.8792,,,,,,,,,,,,,,,,,,,,,1,0,285780,,,,,,,,,,,,,,60,1919,3,,100,0,0,,,,,,,,,,,,4,1,0,0,0,1,0,119931,73147,11580,204658,10622,6737,130528,380132,0,7952,230415,0,238367,618499,30,50,20,496548,0,121951,0,,0,0,0,618499,10,0,0,0,0,0,0,0,0,95,0,0,0,0,4.5,.5,0,0,5,95,0,0,0,0,10,0,0,70,0,0,10,0,0,0,10,,618499,0,175474,,0,0,1,,,1667,7400,1555,6686,7825,12876,200,0,1,1,0,0,0,1,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22911,0,2,,2,1,35.25,6.6666999,1,42.916698,21.25,2.5,0,23.75,21.705,4.6666999,.1,26.471701,12.745,1.725,0,14.47,21,9.0832996,10.8333,1.5,.5,42.916698,12,6.5833001,5.1666999,0,0,23.75,10.66,6.1782999,9.2582998,.125,.25,26.471701,6.6999998,3.6782999,4.0917001,0,0,14.47,21,7.4166999,6.8333001,0,0,35.25,12,6.5833001,2.6666999,0,0,21.25,10.66,4.5117002,6.5332999,0,0,21.705,6.6999998,3.6782999,2.3666999,0,0,12.745,14.6,0,7.105,0,0,0,21.705,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,39.75,3.1666999,42.916698,22.25,1.5,23.75,23.305,3.1666999,26.471701,12.97,1.5,14.47,,,,,,,,,,,,,,,,,,,,,1,0,300000,,,,,,,,,,,,,,8,1919,3,,100,0,0,,,,,,,,,,,,3,1,0,0,0,1,0,110901,6280,600,117781,4352,0,56411,189638,0,720,51176,461,52357,241995,75,25,0,168389,2256,37983,0,,0,33367,0,241995,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,5.5999999,0,0,51.099998,0,0,0,43.299999,,241995,0,71857,3,0,1,0,1,,0,4352,0,3500,6915,679,0,1,0,0,1,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22912,2,2,,2,1,46.479198,44.4375,13.7917,104.7083,11.5,18.8125,4.4583001,34.770802,14.3896,44.0625,5.3083,63.760399,4,18.8125,2.7895999,25.6021,44.229198,8.7082996,35.291698,3.5208001,12.9583,104.7083,11.5,4.7916999,12.6875,1.875,3.9166999,34.770802,13.0567,8.0037003,34.610401,3.5208001,4.5686998,63.760399,4,4.7916999,12.6875,1.875,2.2479,25.6021,44.229198,1.1667,1.0208,.0625,0,46.479198,11.5,0,0,0,0,11.5,13.0567,.4621,.80830002,.0625,0,14.3896,4,0,0,0,0,4,0,14.3271,0,0,.0625,0,14.3896,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,99.875,4.8333001,104.7083,32.75,2.0208001,34.770802,58.966202,4.7941999,63.760399,23.5812,2.0208001,25.6021,,,,,,,,,,,,,,,,,,,,,1,0,1037798,,,,,,,,,,,,,,100,1919,3,,100,0,0,,,,,,,,,,,,2,1,0,0,0,1,0,615034,493618,5856,1114508,55688,24920,96162,1619405,0,21769,319962,0,341731,1961136,20,60,20,1280866,0,680270,0,,0,0,0,1961136,80,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,95,0,0,5,0,11,19,0,11,4,44,0,0,4,7,0,0,0,,1961136,0,504897,2,0,0,1,,,33474,22214,0,3000,288703,14011,22413,1,0,1,0,0,0,1,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22913,4,2,,2,1,4.0416999,1.6875,0,5.7291999,1.8125,.9375,0,2.75,2.0135,.48750001,0,2.5009999,1.1292,.1875,0,1.3167,3.875,.083300002,1.3125,.22920001,.22920001,5.7291999,1.6458,.083300002,.5625,.22920001,.22920001,2.75,1.8469,.083300002,.47920001,.057300001,.034400001,2.5009999,.96249998,.083300002,.17919999,.057300001,.034400001,1.3167,3.875,.083300002,.083300002,0,0,4.0416999,1.6458,.083300002,.083300002,0,0,1.8125,1.8469,.083300002,.083300002,0,0,2.0135,.96249998,.083300002,.083300002,0,0,1.1292,.0458,1.9177001,0,.050000001,0,0,2.0135,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,5.2291999,.5,5.7291999,2.25,.5,2.75,2.0009999,.5,2.5009999,.81669998,.5,1.3167,,,,,,,,,,,,,,,,,,,,,1,0,40000,,,,,,,,,,,,,,22,1919,3,,100,0,0,,,,,,,,,,,,4,1,0,0,0,1,0,55000,75000,0,130000,6500,0,23600,175976,0,0,545,0,545,176521,20,40,40,151221,0,25300,0,,0,0,0,176521,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,5,30,0,65,0,0,0,0,30,0,10,50,0,0,0,0,0,0,10,,176521,0,45976,,0,0,1,,,6500,0,0,638,11285,3953,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22914,6,2,,2,1,18,18.25,0,36.25,13.5,6.25,0,19.75,4.375,4.4400001,0,8.8149996,3.335,1.465,0,4.8000002,3.5,25.5,7.25,0,0,36.25,2,14.75,3,0,0,19.75,.85000002,6.3150001,1.65,0,0,8.8149996,.49000001,3.655,.65499997,0,0,4.8000002,1.75,13.25,3,0,0,18,1,11.5,1,0,0,13.5,.43000001,3.27,.67500001,0,0,4.375,.25,2.8599999,.22499999,0,0,3.335,0,0,4.375,0,0,0,4.375,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,36.25,0,36.25,19.75,0,19.75,8.8149996,0,8.8149996,4.8000002,0,4.8000002,,,,,,,,,,,,,,,,,,,,,1,0,488044,,,,,,,,,,,,,,30,1919,3,,100,0,0,,,,,,,,,,,,3,1,0,0,0,1,0,87007,106453,0,193460,0,0,223310,464804,0,0,0,0,0,464804,80,20,0,264130,0,200674,0,,0,0,0,464804,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,,464804,0,271344,,0,0,1,,,0,0,0,7214,40820,0,0,0,1,0,1,0,0,1,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22915,8,2,,2,1,9.1667004,.97920001,0,10.1458,5.9583001,.97920001,0,6.9375,1.7094001,.032299999,0,1.7417001,1.126,.032299999,0,1.1584001,2.2916999,2.2916999,5.5625,0,0,10.1458,1.375,1.8333,3.7291999,0,0,6.9375,.44080001,.2281,1.0727,0,0,1.7417001,.35749999,.1865,.61440003,0,0,1.1584001,2.2916999,2.2916999,4.5833001,0,0,9.1667004,1.375,1.8333,2.75,0,0,5.9583001,.44080001,.2281,1.0404,0,0,1.7094001,.35749999,.1865,.58209997,0,0,1.126,0,0,1.7094001,0,0,0,1.7094001,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,10.1458,0,10.1458,6.9375,0,6.9375,1.7417001,0,1.7417001,1.1584001,0,1.1584001,,,,,,,,,,,,,,,,,,,,,1,0,80000,,,,,,,,,,,,,,15,1919,3,,100,0,0,,,,,,,,,,,,3,1,0,0,0,1,0,27938,1181,0,29119,0,0,4812,34577,0,0,0,0,0,34577,100,0,0,7261,0,27316,0,,0,0,0,34577,21,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,,34577,0,5458,,0,0,1,,,0,0,0,433,0,213,0,0,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22916,1,2,,2,1,44.416698,33.75,4.25,82.416702,19.1667,14.75,1.5,35.416698,41.416698,33.75,1.625,76.791702,18.2292,14.75,.375,33.354198,15.6667,6.1666999,48.5,8.5,3.5833001,82.416702,7.8333001,2.5,22.3333,2.25,.5,35.416698,12.6667,6.1666999,46.625,8.125,3.2083001,76.791702,6.8958001,2.5,21.7708,2.0625,.125,33.354198,15.6667,6.1666999,22.5833,0,0,44.416698,7.8333001,2.5,8.8332996,0,0,19.1667,12.6667,6.1666999,22.5833,0,0,41.416698,6.8958001,2.5,8.8332996,0,0,18.2292,0,41.416698,0,0,0,0,41.416698,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,71.916702,10.5,82.416702,31.9167,3.5,35.416698,66.291702,10.5,76.791702,29.8542,3.5,33.354198,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,5,1919,3,,100,0,0,,,,,,,,,,,,2,0,0,1,0,1,0,758595,248319,43264,1050178,114706,0,801127,2137945,236849,163561,53950,0,454360,2592305,20,30,50,1947089,0,108774,0,,0,0,536442,2592305,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,10,30,30,10,10,0,0,0,0,0,0,10,99719,2055863,536442,1087767,,0,0,1,,0,69680,37095,7931,58385,48257,65292,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22917,3,2,,2,1,12,4.75,0,16.75,2,2.25,0,4.25,5.25,4.5,0,9.75,.5,2.25,0,2.75,12,.5,4.25,0,0,16.75,2,0,2.25,0,0,4.25,5.25,.25,4.25,0,0,9.75,.5,0,2.25,0,0,2.75,12,0,0,0,0,12,2,0,0,0,0,2,5.25,0,0,0,0,5.25,.5,0,0,0,0,.5,5.25,0,0,0,0,0,5.25,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,12.25,4.5,16.75,2.75,1.5,4.25,5.25,4.5,9.75,1.25,1.5,2.75,,,,,,,,,,,,,,,,,,,,,1,0,160395,,,,,,,,,,,,,,100,1919,3,,100,0,0,,,,,,,,,,,,1,1,0,0,0,1,0,92800,11050,0,103850,21500,0,6462,183278,0,951,15596,0,16547,199825,20,80,0,104986,0,51400,41439,,0,0,2000,199825,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,,197825,2000,79428,,0,1,0,20,,9000,12500,0,6234,45232,0,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
