rol_a,dv_a,unidad_declarante,cod_actividad,macrozona,imasd,d4300,d4301,d4302,d4303,d4310,d4311,d4312,d4313,d4320,d4321,d4322,d4323,d4330,d4331,d4332,d4333,d4400,d4401,d4402,d4403,d4404,d4405,d4410,d4411,d4412,d4413,d4414,d4415,d4420,d4421,d4422,d4423,d4424,d4425,d4430,d4431,d4432,d4433,d4434,d4435,d4500,d4501,d4502,d4503,d4504,d4505,d4510,d4511,d4512,d4513,d4514,d4515,d4520,d4521,d4522,d4523,d4524,d4525,d4530,d4531,d4532,d4533,d4534,d4535,d4600,d4601,d4602,d4603,d4604,d4605,d4606,d4700,d4701,d4702,d4703,d4704,d4705,d4706,d4707,d4717,d4708,d4709,d4710,d4711,d4712,d4713,d4714,d4716,d4715,d4800,d4801,d4802,d4810,d4811,d4812,d4820,d4821,d4822,d4830,d4831,d4832,f6010,f6011,f6012,f6013,f6014,f6015,f6016,f6017,f6018,f6019,f6020,f6021,f6022,f6023,f6023_otra,f6024,f6025,f6026,f6027,f6028,g7000,g7001,g7002,h8100,h8101,h8102,h8103,h8104,h8105,h8106,h8107,h8108,h8109,h8110,h8111,h8111_otro,i9000,a1003,a1019,a1019_otra,a1034,a1035,a1036,a1037,a1038,b2000,b2001,b2002,b2003,b2004,b2005,b2006,b2007,b2026,b2027,c3000,c3001,c3002,c3003,c3004,c3005,c3006,c3007,c3008,c3009,c3010,c3011,c3013,c3014,c3015,c3016,c3017,c3018,c3019,c3020,c3021,c3022,c3023,c3024,c3025,c3026,c3027,c3028,c3029,c3030,c3036,c3037,c3038,c3039,c3040,c3041,c3042,c3043,c3044,c3045,c3046,c3047,c3048,c3049,c3050,c3051,c3052,c3053,c3054,c3055,c3056,c3057,c3058,c3059,c3060,c3061,c3062,c3063,c3064,c3065,c3066,c3067,c3068,c3069,c3070,c3071,c3072,c3073,c3100,c3107,c3110,c3111,c3112,c3113,c3114,c3115,c3126,c3127,c3128,c3129,c3130,c3131,c3132,c3133,c3134,c3135,c3136,c3137,c3138,c3140,c3141,c3142,c3143,c3144,j8000,j8001,j8002,j8003,j8004,j8005,j8006,j8007,j8008,j8009,j8010,j8011,j8012,j8013,j8014,j8015,j8016,j8017,j8018,j8019,j8020,j8021,j8022,j8023,j8024,j8025,j8026,j8027,j8028,j8029,j8030,j8031,j8032,j8033,j8034,j8035,j8036,j8037,j8038,j8039,j8040,j8041,j8042,j8043,j8044,j8045,j8046,j8047,j8048,j8049,j8050,j8051,j8052,j8053,j8054
22877,8,2,,3,1,1,0,0,1,.25,0,0,.25,.25,0,0,.25,.0625,0,0,.0625,.5,0,.5,0,0,1,0,0,.25,0,0,.25,.125,0,.125,0,0,.25,0,0,.0625,0,0,.0625,.5,0,.5,0,0,1,0,0,.25,0,0,.25,.125,0,.125,0,0,.25,0,0,.0625,0,0,.0625,0,0,0,0,.25,0,.25,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,1,0,1,.25,0,.25,.25,0,.25,.0625,0,.0625,,,,,,,,,,,,,,,,,,,,,1,0,40000,,,,,,,,,,,,,,48,1954,3,,100,0,0,,,,,,,,,,,,5,1,0,0,0,1,0,18000,0,0,18000,0,0,1000,23500,0,0,0,0,0,23500,100,0,0,13900,0,9600,0,,0,0,0,23500,,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,,23500,0,5500,,0,0,1,,,0,0,0,1500,3000,0,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22878,1,2,,3,1,1,0,0,1,1,0,0,1,.2,0,0,.2,.2,0,0,.2,0,1,0,0,0,1,0,1,0,0,0,1,0,.2,0,0,0,.2,0,.2,0,0,0,.2,0,1,0,0,0,1,0,1,0,0,0,1,0,.2,0,0,0,.2,0,.2,0,0,0,.2,0,0,.2,0,0,0,.2,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,1,0,1,1,0,1,.2,0,.2,.2,0,.2,,,,,,,,,,,,,,,,,,,,,1,0,70000,,,,,,,,,,,,,,48,1954,3,,100,0,0,,,,,,,,,,,,3,1,0,0,0,1,0,51303,0,0,51303,0,0,500,51903,0,0,0,1000,1000,52903,0,100,0,50503,0,2400,0,,0,0,0,52903,25.629999,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,50,25,25,0,0,,52903,0,600,,0,0,1,,,0,0,0,100,0,0,0,0,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22879,3,2,,3,1,13.9583,2.4166999,0,16.375,2.875,0,0,2.875,10.0583,2.4166999,0,12.475,2.375,0,0,2.375,10,0,6.375,0,0,16.375,2,0,.875,0,0,2.875,6.0999999,0,6.375,0,0,12.475,1.5,0,.875,0,0,2.375,10,0,3.9583001,0,0,13.9583,2,0,.875,0,0,2.875,6.0999999,0,3.9583001,0,0,10.0583,1.5,0,.875,0,0,2.375,10.0583,0,0,0,0,0,10.0583,0,0,0,0,0,0,0,0,0,0,0,94.736801,5.2631998,0,0,0,0,100,16.375,0,16.375,2.875,0,2.875,12.475,0,12.475,2.375,0,2.375,,,,,,,,,,,,,,,,,,,,,1,0,200000,,,,,,,,,,,,,,60,1954,3,,100,0,0,,,,,,,,,,,,1,1,0,0,0,1,0,109035,15350,0,124385,0,0,27875,177489,0,0,47397,0,47397,224886,90,10,0,165732,0,59154,0,,0,0,0,224886,2.5999999,0,0,0,0,0,0,0,0,0,0,99,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,224886,0,53104,,0,0,1,,,0,0,0,10000,5000,10229,0,0,1,1,0,0,0,1,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22880,6,2,,3,1,31,5.4166999,10,46.416698,2,2.5,6.6666999,11.1667,20.799999,5.4166999,10,36.216702,1.4,2.5,6.6666999,10.5667,31,2.9166999,12.5,0,0,46.416698,2,0,9.1667004,0,0,11.1667,20.799999,2.9166999,12.5,0,0,36.216702,1.4,0,9.1667004,0,0,10.5667,31,0,0,0,0,31,2,0,0,0,0,2,20.799999,0,0,0,0,20.799999,1.4,0,0,0,0,1.4,20.799999,0,0,0,0,0,20.799999,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,46.416698,0,46.416698,11.1667,0,11.1667,36.216702,0,36.216702,10.5667,0,10.5667,,,,,,,,,,,,,,,,,,,,,1,0,1200,,,,,,,,,,,,,,65,1954,3,,100,0,0,,,,,,,,,,,,1,0,0,1,0,1,0,420000,80000,60000,560000,0,8000,325000,1020000,0,0,32000,0,32000,1052000,80,20,0,890000,0,162000,0,,0,0,0,1052000,17,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,15,0,20,0,0,0,0,0,0,0,0,0,65,0,1052000,0,460000,,0,0,1,,4000,0,0,0,110000,5000,0,12000,0,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22881,8,2,,3,1,7,6,2.5,15.5,1,6,2.5,9.5,2.0999999,2.8,.25,5.1500001,.30000001,2.8,.25,3.3499999,6,2,5,0,2.5,15.5,1,1,5,0,2.5,9.5,1.8,.80000001,2.3,0,.25,5.1500001,.30000001,.5,2.3,0,.25,3.3499999,6,1,0,0,0,7,1,0,0,0,0,1,1.8,.30000001,0,0,0,2.0999999,.30000001,0,0,0,0,.30000001,0,0,0,2.0999999,0,0,2.0999999,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,15.5,0,15.5,9.5,0,9.5,5.1500001,0,5.1500001,3.3499999,0,3.3499999,,,,,,,,,,,,,,,,,,,,,1,0,300000,,,,,,,,,,,,,,40,1954,3,,100,0,0,,,,,,,,,,,,4,1,0,0,0,1,0,55030,30072,780,85882,0,0,7576,113295,0,450,10105,0,10555,123850,60,40,0,23371,0,98519,1960,,0,0,0,123850,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,10,55,0,0,0,0,0,0,0,35,,123850,0,27413,,0,0,1,,,0,0,0,1059,4105,14635,38,0,1,1,0,0,0,1,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22882,1,2,,3,1,5.5833001,2.8333001,1,9.4167004,2.1666999,2.0833001,0,4.25,2.1458001,1.825,.2,4.1708002,1.2917,1.325,0,2.6166999,5.4166999,1,1.5833,.41670001,1,9.4167004,2,1,1.0833,.16670001,0,4.25,2.1041999,1,.57499999,.29170001,.2,4.1708002,1.25,1,.32499999,.041700002,0,2.6166999,5.4166999,0,0,.16670001,0,5.5833001,2,0,0,.16670001,0,2.1666999,2.1041999,0,0,.041700002,0,2.1458001,1.25,0,0,.041700002,0,1.2917,.79170001,0,0,1.3542,0,0,2.1458001,0,0,0,0,0,0,0,0,0,0,0,92.857101,7.1429,0,0,0,0,100,8.4167004,1,9.4167004,3.25,1,4.25,3.1708,1,4.1708002,1.6167001,1,2.6166999,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,1,1954,3,,100,0,0,,,,,,,,,,,,4,1,0,0,0,1,0,14400,54700,48000,117100,3400,0,328500,449500,0,0,8500,0,8500,458000,50,25,25,450000,0,8000,0,,0,0,0,458000,,0,0,0,0,0,0,0,0,0,0,95,5,0,0,0,5,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,458000,0,332400,,0,0,1,,,3400,0,0,500,0,0,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22883,3,2,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,1,0,0,0,0,,,,,0,,0,0,4,,,0,1,,,,,,,,,,,,,,,1,1954,3,,100,0,0,,,,,,,,,,,,3,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22884,5,2,,3,1,4.9166999,.25,0,5.1666999,1,0,0,1,4.4166999,.25,0,4.6666999,1,0,0,1,1,.5,3.6666999,0,0,5.1666999,0,0,1,0,0,1,.5,.5,3.6666999,0,0,4.6666999,0,0,1,0,0,1,1,.5,3.4166999,0,0,4.9166999,0,0,1,0,0,1,.5,.5,3.4166999,0,0,4.4166999,0,0,1,0,0,1,0,4.4166999,0,0,0,0,4.4166999,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,5.1666999,0,5.1666999,1,0,1,4.6666999,0,4.6666999,1,0,1,,,,,,,,,,,,,,,,,,,,,1,0,15000,,,,,,,,,,,,,,4,1954,3,,100,0,0,,,,,,,,,,,,2,1,0,0,0,1,0,27300,4000,0,31300,0,0,5500,37100,0,500,5500,0,6000,43100,33,47,20,12000,0,24100,7000,,0,0,0,43100,,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,,43100,0,5800,,0,1,0,15,,0,0,0,300,0,0,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22885,7,2,,3,1,1,2,0,3,1,2,0,3,.40000001,1,0,1.4,.40000001,1,0,1.4,1,0,2,0,0,3,1,0,2,0,0,3,.40000001,0,1,0,0,1.4,.40000001,0,1,0,0,1.4,1,0,0,0,0,1,1,0,0,0,0,1,.40000001,0,0,0,0,.40000001,.40000001,0,0,0,0,.40000001,0,0,.40000001,0,0,0,.40000001,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,3,0,3,3,0,3,1.4,0,1.4,1.4,0,1.4,,,,,,,,,,,,,,,,,,,,,1,0,60000,,,,,,,,,,,,,,24,1954,3,,100,0,0,,,,,,,,,,,,3,1,0,0,0,1,0,31700,11600,0,43300,0,0,6000,49900,0,0,17000,0,17000,66900,30,70,0,55300,0,11600,0,,0,0,0,66900,,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,,66900,0,6600,,0,0,1,,,0,0,0,600,0,0,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22886,0,2,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,1,,,,,0,,0,0,8,,,0,1,,,,,,,,,,,,,,,2,1954,3,,100,0,0,,,,,,,,,,,,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22887,2,2,,3,1,7.25,12.5833,4.4166999,24.25,2.75,8.5832996,1.75,13.0833,2.325,8.2917004,.72920001,11.3458,.75,5.6917,.21250001,6.6542001,5.5,2.75,10.5833,1,4.4166999,24.25,2.25,1.5,7.5833001,0,1.75,13.0833,1.7,.92500001,7.6917,.30000001,.72920001,11.3458,.67500001,.375,5.3916998,0,.21250001,6.6542001,5.5,1.75,0,0,0,7.25,2.25,.5,0,0,0,2.75,1.7,.625,0,0,0,2.325,.67500001,.075000003,0,0,0,.75,0,0,0,2.325,0,0,2.325,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,24.25,0,24.25,13.0833,0,13.0833,11.3458,0,11.3458,6.6542001,0,6.6542001,,,,,,,,,,,,,,,,,,,,,1,0,350000,,,,,,,,,,,,,,40,1954,3,,100,0,0,,,,,,,,,,,,4,1,0,0,0,1,0,171074,96784,24347,292205,0,0,47131,352608,0,0,10720,0,10720,363328,52,34,14,20956,0,273387,22244,,0,0,46741,363328,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,10,0,50,5,0,0,0,0,0,0,35,,316587,46741,60403,,0,0,1,,,0,0,0,2400,8377,2495,0,0,1,1,0,0,0,1,26,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22888,4,2,,3,1,1.2708,1.0833,.25,2.6041999,.375,.41670001,.25,1.0417,.68229997,1.0833,.25,2.0156,.093800001,.41670001,.25,.7604,.8125,1.125,.66670001,0,0,2.6041999,.25,.25,.54170001,0,0,1.0417,.3177,1.125,.5729,0,0,2.0156,.0625,.25,.4479,0,0,.7604,.8125,.33329999,.125,0,0,1.2708,.25,0,.125,0,0,.375,.3177,.33329999,.031300001,0,0,.68229997,.0625,0,.031300001,0,0,.093800001,0,.026000001,0,0,0,.65619999,.68229997,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,2.4791999,.125,2.6041999,1.0417,0,1.0417,1.8906,.125,2.0156,.7604,0,.7604,,,,,,,,,,,,,,,,,,,,,1,0,20819,,,,,,,,,,,,,,80,1954,3,,100,0,0,,,,,,,,,,,,6,1,0,0,0,1,0,36124,4800,1000,41924,1420,0,350,52078,0,0,3760,1500,5260,57338,15,85,0,32801,0,24537,0,,0,0,0,57338,,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,3,0,0,0,97,0,45,5,0,0,0,0,0,0,0,40,5,5,,57338,0,10154,,0,0,1,,,0,1420,0,4847,2657,880,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22889,6,2,,3,1,6,1.8958,.5,8.3957996,0,1.5,.5,2,3.75,1.724,.050000001,5.5240002,0,1.5,.050000001,1.55,5,.5,2.8958001,0,0,8.3957996,0,.5,1.5,0,0,2,2.75,.050000001,2.724,0,0,5.5240002,0,.050000001,1.5,0,0,1.55,5,0,1,0,0,6,0,0,0,0,0,0,2.75,0,1,0,0,3.75,0,0,0,0,0,0,0,0,0,3.75,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,5.7291999,2.6666999,8.3957996,2,0,2,2.8573,2.6666999,5.5240002,1.55,0,1.55,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,1,1954,3,,100,0,0,,,,,,,,,,,,4,1,0,0,0,1,0,42840,6400,380,49620,12400,0,23721,124377,0,0,8881,0,8881,133258,25,50,25,131218,0,2040,0,,0,0,0,133258,,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,133258,0,74757,,0,0,1,,,10400,2000,0,25,7000,31611,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22890,0,2,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,1,,,,,0,,0,0,8,,,0,1,,,,,,,,,,,,,,,1,1954,3,,100,0,0,,,,,,,,,,,,5,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22891,2,2,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,1,0,0,0,0,0,,,,,0,,0,1,3,,,0,1,,,,,,,,,,,,,,,1,1954,3,,100,0,0,,,,,,,,,,,,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22892,4,2,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,1,0,0,0,0,,,,,0,,0,0,4,,,0,1,,,,,,,,,,,,,,,1,1954,3,,100,0,0,,,,,,,,,,,,3,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22893,6,2,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,,,,0,,0,1,3,,,0,1,,,,,,,,,,,,,,,1,1954,3,,100,0,0,,,,,,,,,,,,3,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22894,8,2,,3,1,11,1.5,0,12.5,5,1,0,6,7.5,.75,0,8.25,3,.5,0,3.5,7,0,5.5,0,0,12.5,4,0,2,0,0,6,3.5,0,4.75,0,0,8.25,2,0,1.5,0,0,3.5,7,0,4,0,0,11,4,0,1,0,0,5,3.5,0,4,0,0,7.5,2,0,1,0,0,3,0,0,7.5,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,12.5,0,12.5,6,0,6,8.25,0,8.25,3.5,0,3.5,,,,,,,,,,,,,,,,,,,,,1,0,150000,,,,,,,,,,,,,,8,1954,3,,100,0,0,,,,,,,,,,,,3,1,0,0,0,1,0,127400,12800,0,140200,0,0,42190,197595,0,0,16409,0,16409,214004,85,5,10,132204,0,81800,0,,0,0,0,214004,,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,,214004,0,57395,,0,0,1,,,0,0,0,5000,8205,0,2000,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22895,1,2,,3,1,1.5417,3.3958001,0,4.9375,1.25,1.9375,0,3.1875,.2406,2.724,0,2.9646001,.1771,1.4219,0,1.599,.70829999,1.3125,1.6667,0,1.25,4.9375,.41670001,.6875,.83329999,0,1.25,3.1875,.1052,.59899998,1.2292,0,1.0312999,2.9646001,.041700002,.1302,.39579999,0,1.0312999,1.599,.70829999,.625,.20829999,0,0,1.5417,.41670001,.625,.20829999,0,0,1.25,.1052,.1146,.0208,0,0,.2406,.041700002,.1146,.0208,0,0,.1771,0,.093699999,.068700001,0,.078100003,0,.2406,0,0,0,0,0,0,0,0,0,0,0,92.857101,0,0,0,7.1429,0,100,1.2708,3.6666999,4.9375,1.0417,2.1458001,3.1875,.21349999,2.7509999,2.9646001,.15620001,1.4427,1.599,,,,,,,,,,,,,,,,,,,,,1,0,82000,,,,,,,,,,,,,,5,1954,3,,100,0,0,,,,,,,,,,,,5,1,0,0,0,1,0,27096,0,0,27096,37174,841,1577,81533,0,0,0,0,0,81533,100,0,0,54437,0,27096,0,,0,0,0,81533,,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,0,37,37,0,26,0,0,0,0,0,0,0,0,0,0,40,0,60,0,,81533,0,54437,,0,0,1,,,4833,32341,0,2460,10953,1432,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22896,3,2,,3,1,1,1,0,2,0,0,0,0,.5,.1,0,.60000002,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,.5,0,0,0,.1,.60000002,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,.5,0,0,0,0,.5,0,0,0,0,0,0,0,.5,0,0,0,0,.5,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,2,0,2,0,0,0,.60000002,0,.60000002,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,36000,,,,,,,,,,,,,,7,1954,2,,100,0,0,,,,,,,,,,,,2,1,0,0,0,1,0,26700,2437,0,29137,0,350,4228,42128,0,390,15247,0,15637,57765,0,100,0,39675,0,18090,0,,0,0,0,57765,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,,57765,0,12991,,0,0,1,,,0,0,0,1630,5488,720,575,0,1,1,0,0,0,1,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22897,5,2,,3,1,6,6,3,15,1,4,2,7,2.5,1.5,.75,4.75,.5,1,.5,2,6,2,5,2,0,15,1,1,3,2,0,7,2.5,.5,1.25,.5,0,4.75,.5,.25,.75,.5,0,2,6,0,0,0,0,6,1,0,0,0,0,1,2.5,0,0,0,0,2.5,.5,0,0,0,0,.5,0,.5,0,0,2,0,2.5,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,15,0,15,7,0,7,4.75,0,4.75,2,0,2,,,,,,,,,,,,,,,,,,,,,1,0,70000,,,,,,,,,,,,,,24,1954,3,,100,0,0,,,,,,,,,,,,5,1,0,0,0,1,0,20200,8300,1300,29800,0,1750,4591,72789,0,0,2414,415,2829,75618,100,0,0,19938,0,55680,0,,0,0,0,75618,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,10,0,0,90,0,0,0,0,0,0,0,0,0,0,0,90,0,10,,75618,0,42989,,0,0,1,,,0,0,0,240,36408,0,0,0,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22898,7,2,,3,1,3.9583001,.5625,0,4.5208001,.0208,0,0,.0208,.6656,.5625,0,1.2280999,.0052,0,0,.0052,2.4166999,0,2.1041999,0,0,4.5208001,0,0,.0208,0,0,.0208,.40830001,0,.81980002,0,0,1.2280999,0,0,.0052,0,0,.0052,2.4166999,0,1.5417,0,0,3.9583001,0,0,.0208,0,0,.0208,.40830001,0,.25729999,0,0,.6656,0,0,.0052,0,0,.0052,0,.6656,0,0,0,0,.6656,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,3.9583001,.5625,4.5208001,.0208,0,.0208,.6656,.5625,1.2280999,.0052,0,.0052,,,,,,,,,,,,,,,,,,,,,1,0,120000,,,,,,,,,,,,,,4,1954,3,,100,0,0,,,,,,,,,,,,2,1,0,0,0,1,0,30457,0,0,30457,766,24000,15700,78123,0,0,0,0,0,78123,0,45,55,36082,0,42041,0,,0,0,0,78123,,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,75,0,0,0,0,0,0,25,0,0,0,,78123,0,47666,2.5,0,0,1,,,0,766,0,1700,3500,2000,0,1,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22899,0,2,,3,1,26.6667,29.5,0,56.166698,9.6667004,16,0,25.6667,20.6667,29.5,0,50.166698,8.1667004,16,0,24.1667,22,0,16.1667,18,0,56.166698,6,0,9.6667004,10,0,25.6667,16,0,16.1667,18,0,50.166698,4.5,0,9.6667004,10,0,24.1667,19,0,7.6666999,0,0,26.6667,6,0,3.6666999,0,0,9.6667004,13,0,7.6666999,0,0,20.6667,4.5,0,3.6666999,0,0,8.1667004,20.6667,0,0,0,0,0,20.6667,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,56.166698,0,56.166698,25.6667,0,25.6667,50.166698,0,50.166698,24.1667,0,24.1667,,,,,,,,,,,,,,,,,,,,,1,0,300000,,,,,,,,,,,,,,24,1954,3,,100,0,0,,,,,,,,,,,,1,1,0,0,0,1,0,245876,101625,0,347501,0,3500,190200,569832,0,0,25913,0,25913,595745,50,40,10,465745,0,130000,0,,0,0,0,595745,20,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,10,0,0,10,0,0,65,5,0,0,10,,595745,0,222331,,0,0,1,,,0,0,0,10000,18631,0,0,0,1,1,0,0,0,1,20,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
